uid,jobUid,title,description,jobType,deadline,createdAt,date_posted,externalApplicationLink,jobLink,company,companyWebsite,companyLogo,companyEmail,city,state,country,locationName,formattedAddress,placeId,latitude,longitude,workType,salaryMin,salaryMax,salaryCurrency,salaryPeriod,keywords,skills,hiringTeam,workEmail,numberOfPositions,screeningQuestions,allowEmailApplications,job.visibility.allowedLocations,review_status,review_notes
,,Junior Graphic Designer,"Canoe is a communications agency working across fashion, outdoor, performance and culture. We help brands earn attention through sharp thinking, strong relationships and creative work that understands where culture is moving. This is an on-site role in Greater London, England, United Kingdom.

Please ensure your application includes a clear link to your work or portfolio, a cover letter and CV or your application will not be processed. We’re looking for a versatile, digitally minded Junior Graphic Designer to play an essential role in our team, working alongside PR, Social, Creative and Experiential teams. The ideal candidate will have a strong core skill set across layout, image-making and social-first content creation. Pay is GBP40,000 per year.

We help brands earn attention through sharp thinking, strong relationships and creative work that understands where culture is moving. We’re looking for a versatile, digitally minded Junior Graphic Designer to play an essential role in our team, working alongside PR, Social, Creative and Experiential teams. We’re looking for someone who understands how brands show up visually across decks, social, web, campaigns, events and content. A huge part of what we do is pitch thinking, so deck design is central to the role.",FREELANCE,2026-11-29T11:35:18.000Z,2026-06-02T11:35:18.000Z,2026-06-02T11:35:18.000Z,https://uk.linkedin.com/jobs/view/junior-graphic-designer-at-canoe-4422375138,https://uk.linkedin.com/jobs/view/junior-graphic-designer-at-canoe-4422375138,Canoe,https://www.wearecanoe.com,https://www.google.com/s2/favicons?domain=www.wearecanoe.com&sz=128,,Greater London,England,United Kingdom,"Greater London, England","Greater London, England, United Kingdom",,51.506813,-0.12591109,ONSITE,40000,40000,GBP,ANNUAL,"Branding,Greater London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Designer (Conceptual),"The Fix Creative is recruiting a conceptual graphic designer for an award-winning integrated agency in Leatherhead, Surrey. The studio works across digital, social, email, experiential, OOH, and campaign design for major clients.

We're looking for a designer with 2–3+ years of commercial experience, excellent Photoshop and Illustrator skills, and strong layout and typography. Figma or After Effects experience is a bonus. Most importantly, you should think conceptually, design with the end user in mind, and enjoy turning ideas into compelling digital experiences.

This is a full-time hybrid role with two days working from home after probation, supporting 360° campaign work from concept through delivery. Pay ranges from £30,000 to £45,000 depending on experience.",FREELANCE,2026-07-05T12:07:05.000Z,2026-06-05T12:07:05.000Z,2026-06-05T12:07:05.000Z,https://uk.linkedin.com/jobs/view/graphic-designer-conceptual-at-the-fix-creative-ltd-4421137710,https://uk.linkedin.com/jobs/view/graphic-designer-conceptual-at-the-fix-creative-ltd-4421137710,The Fix Creative Ltd,https://www.thefixcreative.com,https://www.google.com/s2/favicons?domain=www.thefixcreative.com&sz=128,,Leatherhead,England,United Kingdom,"Leatherhead, England","Leatherhead, England, United Kingdom",,51.29557,-0.32954508,HYBRID,30000,45000,GBP,ANNUAL,"Illustration,Leatherhead,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Freelance Brand Designer,"Please submit your resume in English and indicate your level of English. Mindrift is looking for a highly skilled Brand Designer to join the Tendem project (https://tendem.ai/) and drive specialized data scraping workflows within our hybrid AI + human system.

Mindrift is looking for a highly skilled Brand Designer to join the Tendem project (https://tendem.ai/) and drive specialized data scraping workflows within our hybrid AI + human system. This part-time remote opportunity is ideal for creative professionals with hands-on experience in brand asset creation, visual identity development, and maintaining brand consistency. How To Get Started Apply, pass qualification(s), and start contributing to projects aligned with your expertise — on your own schedule.

Mindrift is looking for a highly skilled Brand Designer to join the Tendem project (https://tendem.ai/) and drive specialized data scraping workflows within our hybrid AI + human system. In this role, you'll collaborate with Tendem Agents that handle repetitive tasks, while you provide the critical thinking, domain expertise, and strategic vision necessary to build strong, modern visual foundations. This part-time remote opportunity is ideal for creative professionals with hands-on experience in brand asset creation, visual identity development, and maintaining brand consistency. As a Brand Designer, your focus will be on brand asset creation, visual identity, and brand consistency.",FREELANCE,2026-12-02T11:01:38.000Z,2026-06-05T10:51:31.000Z,2026-06-05T10:51:31.000Z,https://uk.linkedin.com/jobs/view/freelance-brand-designer-at-mindrift-4424197206,https://uk.linkedin.com/jobs/view/freelance-brand-designer-at-mindrift-4424197206,Mindrift,https://www.mindrift.ai,https://www.google.com/s2/favicons?domain=www.mindrift.ai&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,REMOTE,55000,70000,GBP,ANNUAL,"Illustration,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,REJECT,Rule 1 fail — Mindrift is an AI training data platform; role involves AI+human data workflows for model training.
,,Brand Design Lead,"Two best friends who wanted to build the brand they couldn't find. Brand Design Lead You think in type. This is a hybrid role in London, England, United Kingdom.

Now you want to build something from the inside, and bring a small team with you. What You'll Own Visual language across campaigns, activations, lookbooks, emails, meta ads and packaging Print production end-to-end: artwork, paper, finish, print partner, proofs, sign-off Conceptual development for brand moments Typography, layout and colour decisions across the brand The work of two designers; their output, their growth, their confidence BAU at pace, without compromise on craft You'll be a fit if You have 5+ years in brand design, with serious time on your CV at a brand agency You've led or mentored designers before, even if this is your first formal lead title Print and packaging are your specialism, not a side skill (this part isn't negotiable) You're fluent in Figma (absolute must) and across Adobe Creative Suite You’re already using AI to help streamline processes and speed up work and you’ll bring this to the team Typography is a craft you care about You're drawn to the unfinished problem as much as the polished output Why RIXO? To apply Send a portfolio and include a short paragraph on the brand work you're proudest of, and why. Pay ranges from GBP55,000 to GBP65,000 per year.

Two best friends who wanted to build the brand they couldn't find. We design for every woman, every occasion, every body. Brand Design Lead You think in type. You've spent years working with branding agencies.",FREELANCE,2026-07-03T19:24:01.000Z,2026-06-03T19:24:02.000Z,2026-06-03T19:24:02.000Z,https://uk.linkedin.com/jobs/view/brand-design-lead-at-rixo-4424255059,https://uk.linkedin.com/jobs/view/brand-design-lead-at-rixo-4424255059,RIXO,https://www.rikso.com,https://www.google.com/s2/favicons?domain=www.rikso.com&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,HYBRID,55000,65000,GBP,ANNUAL,"Branding,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Web & Brand Designer,"We're team Granola 👋 If you haven't already, you should check out what we're building, and why you should work here. We’re looking for a designer to own Granola’s web presence!

We're team Granola 👋 If you haven't already, you should check out what we're building, and why you should work here. We’re looking for a designer to own Granola’s web presence! In an ideal world you’re comfortable both designing and shipping your work.

We’re looking for a designer to own Granola’s web presence! You’ll work closely with our marketing team, product designers, and design engineers, and be responsible for how our website looks, feels and works day‑to‑day. That means designing and shipping new pages, keeping our core marketing story sharp, and making sure the site can scale as we launch new products, campaigns and content. In an ideal world you’re comfortable both designing and shipping your work.",FREELANCE,2026-07-19T23:43:11.000Z,2026-06-02T11:35:21.000Z,2026-06-02T11:35:21.000Z,https://uk.linkedin.com/jobs/view/web-brand-designer-at-granola-4403665903,https://uk.linkedin.com/jobs/view/web-brand-designer-at-granola-4403665903,Granola,https://www.granola.ai,https://www.google.com/s2/favicons?domain=www.granola.ai&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,ONSITE,30000,36000,GBP,ANNUAL,"Branding,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Brand Designer (f/m/d),"At Moss, we give finance professionals the power to automate their day-to-day and make forward-thinking decisions. Recognised by Sifted’s Rising 100 and LinkedIn's Top Startups , we’re here to help propel your career and together, make Moss a lasting success. This is an on-site role in London, England, United Kingdom.

Here’s What You’ll Be Working On Bring complex products to life through clear, engaging, and high-converting social content and ad campaigns Lead the craft across typography, composition, and digital design with pixel-perfect attention to detail Develop concept-driven creative that elevates the brand and tells cohesive stories across touchpoints Collaborate closely with marketing, product, and external partners to deliver 360° campaigns Contribute to and evolve design systems in Figma, ensuring consistency and scal…

hackajob is collaborating with Moss to connect them with exceptional professionals for this role. At Moss, we give finance professionals the power to automate their day-to-day and make forward-thinking decisions. You’ll join a design-driven team where ideas are valued, craft matters, and collaboration fuels creativity. You’ll play a key role in shaping how the brand shows up across every touchpoint — from high-impact campaigns to scalable systems that drive consistency and performance.",FREELANCE,2026-07-11T15:24:35.000Z,2026-06-03T14:02:43.000Z,2026-06-03T14:02:43.000Z,https://uk.linkedin.com/jobs/view/senior-brand-designer-f-m-d-at-hackajob-4413591068,https://uk.linkedin.com/jobs/view/senior-brand-designer-f-m-d-at-hackajob-4413591068,hackajob,https://www.hackajob.com,https://www.google.com/s2/favicons?domain=www.hackajob.com&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,ONSITE,35000,50000,GBP,ANNUAL,"Branding,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Print & Graphic Designer Menswear,"We are seeking a talented and commercially minded Print & Graphic Designer to join a fashion business. This role will be responsible for leading the development of prints, graphics, and surface design concepts across both menswear and womenswear collections, covering a broad range of apparel categories.

We are seeking a talented and commercially minded Print & Graphic Designer to join a fashion business. The successful candidate will play a key role in trend forecasting, concept development, colour direction, and the creation of print assets that support product development from initial concept through to production. Present concepts, artwork, and trend research to internal stakeholders and customers where required.

We are seeking a talented and commercially minded Print & Graphic Designer to join a fashion business. This role will be responsible for leading the development of prints, graphics, and surface design concepts across both menswear and womenswear collections, covering a broad range of apparel categories. Based in London, working closely with the wider design team, you will translate seasonal trends, customer requirements, and market insights into commercially relevant print and graphic solutions. The successful candidate will play a key role in trend forecasting, concept development, colour direction, and the creation of print assets that support product development from initial concept through to production.",FREELANCE,2026-07-04T10:29:25.000Z,2026-06-04T10:30:10.000Z,2026-06-04T10:30:10.000Z,https://uk.linkedin.com/jobs/view/print-graphic-designer-menswear-at-trp-recruitment-ltd-4424365705,https://uk.linkedin.com/jobs/view/print-graphic-designer-menswear-at-trp-recruitment-ltd-4424365705,TRP Recruitment ltd,https://www.trprecruitment.com,https://www.google.com/s2/favicons?domain=www.trprecruitment.com&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,ONSITE,38000,40000,GBP,ANNUAL,"Illustration,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Designer,"About THG Ingenuity THG Ingenuity is a fully integrated digital commerce ecosystem, designed to power brands without limits. Our global end-to-end tech platform is comprised of three products: THG Commerce, THG Studios, THG Fulfilment. This is an on-site role in London, England, United Kingdom.

Our client portfolio includes globally recognised brands such as Coca-Cola, Nestle, Elemis, Homebase, and Proctor & Gamble. Arrow Films are looking for a passionate Graphic designer to work chiefly across our upcoming Home Entertainment & digital release slate and our brand marketing and promotional materials. With a view to a focus primarily across new release product, the successful candidate will work within the Marketing department to assist in the development of visually engaging content and marketing materials such as print ads, key art, promotional materials and with design, layout and final upload of our physical release sleeves and additional materials for print. Pay is GBP40,000 per year.

In this role, you'll creating and producing graphic design work across the Arrow estate. Ability to multitask effectively and work on multiple projects at once and hit deadlines Working with key internal stakeholders to plan out projects and the desired approach. Creating assets in multiple formats to cover the whole release lifecycle - including theatrical, home entertainment and digital and organic and paid social campaigns. Developing bespoke content for international festivals and events, SVOD services and other key contacts Working with key departmental stakeholders to ensure all content is supplied in the correct format and adheres to specific needs per platform Adapting existing assets for social, PR and marketing purposes Ad hoc assistance across teams with design needs Keep appraised of continual changing market conditions and the competitor landscape.",FREELANCE,2026-07-28T11:56:11.000Z,2026-06-02T14:54:48.000Z,2026-06-02T14:54:48.000Z,https://uk.linkedin.com/jobs/view/graphic-designer-at-thg-ingenuity-4395053149,https://uk.linkedin.com/jobs/view/graphic-designer-at-thg-ingenuity-4395053149,THG Ingenuity,https://www.thgingenuity.com,https://www.google.com/s2/favicons?domain=www.thgingenuity.com&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,ONSITE,40000,40000,GBP,ANNUAL,"Illustration,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Graphic Designer,"Who We Are Helsing is a defence AI company. Our mission is to protect our democracies. This is a remote role in London, England, United Kingdom.

We are looking for mission-driven people to join our European teams – and apply their skills to solve the most complex and impactful problems. The day-to-day Own projects, from creative brief to production Maintain a high-quality, consistent visual aesthetic across all touchpoints Create presentation materials to support business and customer communications Design compelling visuals for digital, print and experiential environments Collaborate with product, program and communications teams to devise engaging ways of communicating our products You should apply if you Possess a diverse portfolio demonstrating high-quality design across various styles and disciplines. Please include a PDF or link to your portfolio, along with links to relevant websites and videos showcasing your best work Exhibit a strong understanding of typography, colour theory, layout, and composition Are experienced in articulating complex or abstract products through design Are savvy at building presentations and visualising proposals Are known for a meticulous, pixel perfect approach Are capable of independently managing multiple projects, anticipating challenges, and formulating intelligent solutions Possess a quick learning curve and intellectual curiosity to learn new tools such as AI image generation, and explore new areas such as radar systems, military doctrine, cognitive load, and ethics Are proficient in Figma and Adobe Creative Suite, especially Photoshop, Illustrator, and InDesign Note: We operate in an industry where women, as well as other minority groups, are systematically under-represented. Pay is GBP40,000 per year.

As democracies, we believe we have a special responsibility to be thoughtful about the development and deployment of powerful technologies like AI. We take this responsibility seriously. The role We are in search of a Graphic Designer to uphold the Helsing brand to the highest standards. In this role, you will implement the visual design of the brand, ensuring outstanding delivery across all marketing channels.",FREELANCE,2026-07-03T12:24:30.000Z,2026-06-03T12:24:30.000Z,2026-06-03T12:24:30.000Z,https://uk.linkedin.com/jobs/view/graphic-designer-at-helsing-4420105279,https://uk.linkedin.com/jobs/view/graphic-designer-at-helsing-4420105279,Helsing,https://helsing.ai,https://www.google.com/s2/favicons?domain=helsing.ai&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.506824,-0.12611847,REMOTE,40000,40000,GBP,ANNUAL,"Illustration,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,REJECT,Rule 1 fail — Helsing core product is defence AI; AI is the product not merely a tool.
,,Creative Designer,"Creative Designer Salary: £41,000 - £43,000 per annum, plus company benefits Location: London EC1Y Contract: Full time, permanent Shifts: . We combine deep expertise, agentic AI-embedded workflows, and a global delivery model into a tech-enabled, seamless human expert-in-the-loop experience that helps clients achieve superior business outcomes.

We combine deep expertise, agentic AI-embedded workflows, and a global delivery model into a tech-enabled, seamless human expert-in-the-loop experience that helps clients achieve superior business outcomes. Our work spans a broad range of projects, including social media, digital content, events, marketing materials, and internal communications, ensuring a consistent and well-crafted brand experience at every touchpoint.

In this role, you'll deliver designs from concepts through to final execution , working closely with internal teams to ensure effective and timely outcomes Ensure all outputs are on‑brand, fit for purpose, and delivered to a consistently high standard across digital and print touchpoints Interpret and challenge client briefs, advising on style, layout, and best practice within corporate and brand guidelines Own the management of design standards and templates , ensuring consistency, efficiency, and scalability Act…",FREELANCE,2026-07-04T12:09:00.000Z,2026-06-04T12:09:00.000Z,2026-06-04T12:09:00.000Z,https://uk.linkedin.com/jobs/view/creative-designer-at-williams-lea-4420706889,https://uk.linkedin.com/jobs/view/creative-designer-at-williams-lea-4420706889,Williams Lea,https://www.williamslea.com,https://www.google.com/s2/favicons?domain=www.williamslea.com&sz=128,,London,England,United Kingdom,"London, England","London, England, United Kingdom",,51.52101,-0.09016403,REMOTE,41000,43000,GBP,ANNUAL,"Illustration,London,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Character Animator,"Growing to a maximum of 100 people over the next few years, we’re doing things differently at Hundred Star, so we can focus on making great games and building meaningful connections with those we work with. Our company culture and way of working is unique to the industry and encourages leadership at all levels, autonomy, accountability, team support, sharing vulnerability, and building context, connection, and treating people well. This is a remote role in London Area, England, United Kingdom.

We’re looking for an Advanced Gameplay Animator to join our growing studio and help create immersive and dynamic gameplay animations which enhance the player experience of our projects. ** Must haves: UE4/5, Blueprints, Maya, a reel showcasing realistic gameplay character animation, keyframe and mo-cap, locomotion, combat, environmental interaction. What we’re looking for: Highly skilled in gameplay animation, with examples of character agility, combat, environmental interactions etc. Pay ranges from GBP60,000 to GBP70,000 per year.

Hundred Star Games is an independent video game developer based in Hackney Wick, East London, founded by Jamie Walker and Sefton Hill, previous founders of Rocksteady and the creative leadership team of Rocksteady’s Batman Arkham series. Our company culture and way of working is unique to the industry and encourages leadership at all levels, autonomy, accountability, team support, sharing vulnerability, and building context, connection, and treating people well. We’re looking for an Advanced Gameplay Animator to join our growing studio and help create immersive and dynamic gameplay animations which enhance the player experience of our projects. In this role, you will work closely with our existing Animation team but also as an individual taking ownership of key features, support more junior members of the team, and contribute to the wider creative vision of the studio.",FREELANCE,2026-08-14T10:06:53.000Z,2026-06-05T12:46:28.000Z,2026-06-05T12:46:28.000Z,https://uk.linkedin.com/jobs/view/senior-character-animator-at-hundredstar-games-4353433846,https://uk.linkedin.com/jobs/view/senior-character-animator-at-hundredstar-games-4353433846,HundredStar Games,https://www.hundredstar.games,https://www.google.com/s2/favicons?domain=www.hundredstar.games&sz=128,,London Area,England,United Kingdom,"London Area, England","London Area, England, United Kingdom",,51.51649,-0.128427,REMOTE,60000,70000,GBP,ANNUAL,"Animation,London Area,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Branding Designer - B2B London Agency - £45k+,"Key Requirements Proven experience operating at Senior Designer level within an agency environment - Ability to lead creative thinking as well as execute high-quality design work - Strong conceptual skills and a portfolio that shows integrated campaign thinking - Experience working with tech and B2B clients (essential) - Comfortable collaborating with multidisciplinary teams across creative, strategy, and production About the Agency This agency works across a wide range of sectors and delivers integrated creative s…

Key Requirements Proven experience operating at Senior Designer level within an agency environment - Ability to lead creative thinking as well as execute high-quality design work - Strong conceptual skills and a portfolio that shows integrated campaign thinking - Experience working with tech and B2B clients (essential) - Comfortable collaborating with multidisciplinary teams across creative, strategy, and production About the Agency This agency works across a wide range of sectors and delivers integrated creative s…

Key Requirements Proven experience operating at Senior Designer level within an agency environment - Ability to lead creative thinking as well as execute high-quality design work - Strong conceptual skills and a portfolio that shows integrated campaign thinking - Experience working with tech and B2B clients (essential) - Comfortable collaborating with multidisciplinary teams across creative, strategy, and production About the Agency This agency works across a wide range of sectors and delivers integrated creative s…",FREELANCE,2026-07-05T19:25:48.000Z,2026-06-05T19:25:48.000Z,2026-06-05T19:25:48.000Z,https://uk.linkedin.com/jobs/view/senior-branding-designer-b2b-london-agency-%C2%A345k%2B-at-alfa-ai-4421181142,https://uk.linkedin.com/jobs/view/senior-branding-designer-b2b-london-agency-%C2%A345k%2B-at-alfa-ai-4421181142,Alfa AI,https://www.alfaai.com,https://www.google.com/s2/favicons?domain=www.alfaai.com&sz=128,,London Area,England,United Kingdom,"London Area, England","London Area, England, United Kingdom",,51.51649,-0.128427,HYBRID,40000,40000,GBP,ANNUAL,"Branding,London Area,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Senior Branding Designer - B2B London Agency - £45k+,"Profiles Creative are working with a leading integrated London agency who are looking to hire a talented Senior Branding Designer to join their growing creative team. This is a brilliant opportunity for a well-rounded creative who thrives working across multiple touchpoints.

The role spans graphic, digital, and event design, so they need someone who can confidently take projects from concept through to final execution, bringing strong ideas and polished craft in equal measure. Key Requirements Proven experience operating at Senior Designer level within an agency environment - Ability to lead creative thinking as well as execute high-quality design work - Strong conceptual skills and a portfolio that shows integrated campaign thinking - Experience working with tech and B2B clients (essential) - Comfortable collaborating with multidisciplinary teams across creative, strategy, and production About the Agency This agency works across a wide range of sectors and delivers integrated creative solutions spanning brand, campaigns, content, and live experiences.

Profiles Creative are working with a leading integrated London agency who are looking to hire a talented Senior Branding Designer to join their growing creative team. The role spans graphic, digital, and event design, so they need someone who can confidently take projects from concept through to final execution, bringing strong ideas and polished craft in equal measure. Key Requirements Proven experience operating at Senior Designer level within an agency environment - Ability to lead creative thinking as well as execute high-quality design work - Strong conceptual skills and a portfolio that shows integrated campaign thinking - Experience working with tech and B2B clients (essential) - Comfortable collaborating with multidisciplinary teams across creative, strategy, and production About the Agency This agency works across a wide range of sectors and delivers integrated creative solutions spanning brand, campaigns, content, and live experiences. They’re known for smart thinking, strong design craft, and delivering work that connects across channels.",FREELANCE,2026-07-04T10:32:40.000Z,2026-06-04T10:32:40.000Z,2026-06-04T10:32:40.000Z,https://uk.linkedin.com/jobs/view/senior-branding-designer-b2b-london-agency-%C2%A345k%2B-at-profiles-creative-4424364711,https://uk.linkedin.com/jobs/view/senior-branding-designer-b2b-london-agency-%C2%A345k%2B-at-profiles-creative-4424364711,Profiles Creative,https://www.profiles-creative.com,https://www.google.com/s2/favicons?domain=www.profiles-creative.com&sz=128,,London Area,England,United Kingdom,"London Area, England","London Area, England, United Kingdom",,51.51649,-0.128427,HYBRID,45000,50000,GBP,ANNUAL,"Branding,London Area,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Brand Designer,"Brand Designer Location: Manchester Salary: Circa £32k Full time: Permanent Hybrid: 2-3 days in the office An established and growing premium home textiles brand is looking for a creatively ambitious Brand Designer to help shape their visual identity across campaigns, packaging, social, and digital touchpoints. Joining them during an exciting period of multiple brand launches and rebrands, you will work closely with the Creative Manager to take ideas from concept to hands-on execution.

Brand Designer Location: Manchester Salary: Circa £32k Full time: Permanent Hybrid: 2-3 days in the office An established and growing premium home textiles brand is looking for a creatively ambitious Brand Designer to help shape their visual identity across campaigns, packaging, social, and digital touchpoints. Bring a sharp eye for typography, colour, layout, and detail to continually elevate the company's creative standards. Skills we are looking for: Essential Proven track record in a Graphic/Brand Design role.

Brand Designer Location: Manchester Salary: Circa £32k Full time: Permanent Hybrid: 2-3 days in the office An established and growing premium home textiles brand is looking for a creatively ambitious Brand Designer to help shape their visual identity across campaigns, packaging, social, and digital touchpoints. Joining them during an exciting period of multiple brand launches and rebrands, you will work closely with the Creative Manager to take ideas from concept to hands-on execution. If you are a proactive, highly organised storyteller with a sharp eye for layout and typography who loves both big-picture thinking and practical delivery, we want to hear from you. The Role: Help develop and execute 360° campaigns and design engaging assets for product launches, retail, e-commerce, and trade.",FREELANCE,2026-07-04T15:17:16.000Z,2026-06-04T15:17:16.000Z,2026-06-04T15:17:16.000Z,https://uk.linkedin.com/jobs/view/brand-designer-at-we-are-adam-4423397943,https://uk.linkedin.com/jobs/view/brand-designer-at-we-are-adam-4423397943,We Are Adam,https://www.weareadam.com,https://www.google.com/s2/favicons?domain=www.weareadam.com&sz=128,,Manchester Area,England,United Kingdom,"Manchester Area, England","Manchester Area, England, United Kingdom",,53.476933,-2.25183,REMOTE,30000,32000,GBP,ANNUAL,"Illustration,Manchester Area,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
,,Junior Character Concept Artist,"Job Description Junior Character Concept Artist at Atomhawk Hybrid working from our Newcastle studio (Tuesday, Wednesday and Thursdays in-studio). We are looking to speak with Junior Artist's who can demonstrate quality realistic Character art work.

We are looking for a talented concept artist who has a passion for concept design. No formal training is required but an eye-catching portfolio is a must. We're looking for personalities who will fit our culture of innovative creativity and collaborative problem-solving.

We are looking for a talented concept artist who has a passion for concept design. We're looking for personalities who will fit our culture of innovative creativity and collaborative problem-solving. The ability to bring character and personality to your designs is a must for this role, so please include your most creative pieces in your portfolio to show us what you can do! If this interests you, we encourage you to send us your portfolio and show us what you’d bring to our flock..",FREELANCE,2026-07-02T15:19:13.000Z,2026-06-02T15:19:27.000Z,2026-06-02T15:19:27.000Z,https://uk.linkedin.com/jobs/view/junior-character-concept-artist-at-atomhawk-4423940568,https://uk.linkedin.com/jobs/view/junior-character-concept-artist-at-atomhawk-4423940568,Atomhawk,https://www.atomhawk.com,https://www.google.com/s2/favicons?domain=www.atomhawk.com&sz=128,,Newcastle Upon Tyne,England,United Kingdom,"Newcastle Upon Tyne, England","Newcastle Upon Tyne, England, United Kingdom",,54.977905,-1.6086086,REMOTE,30000,32000,GBP,ANNUAL,"Concept Art,Newcastle Upon Tyne,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; listing confirmed active on LinkedIn.
,,Cinematics Camera Animator (6 Month Fixed Term Contract),"Based in the heart of Leamington Spa, Pixel Toys have spent over a decade pushing the capabilities of mobile gaming. We have developed multiple award-winning titles, including: Warhammer 40,000: Freeblade, Warhammer Age of Sigmar: Realm War; and we’re now excited to be exclusively working on a new game, unlike ANYTHING we’ve done previously!

As a forward thinking and innovative studio we are always looking for new technologies and techniques to develop and use in our games and make them even more engaging experiences for our customers. Working closely with lead and principal animators, you’ll bring our game’s vision to life with compelling cinematics and in-game animation. About you: With experience showcasing your deep understanding of cinematography and dynamic camera work it's clear that you're passionate about your craft and about exploring new techniques and ways of working.

We have developed multiple award-winning titles, including: Warhammer 40,000: Freeblade, Warhammer Age of Sigmar: Realm War; and we’re now excited to be exclusively working on a new game, unlike ANYTHING we’ve done previously! As a forward thinking and innovative studio we are always looking for new technologies and techniques to develop and use in our games and make them even more engaging experiences for our customers. You will also be joining us with experience using Layout, Previz, or cinematics for games (or related industries). On top of this you will join us with a strong grasp of animation principles, along with solid 3D generalist skills and broad CG knowledge.",FREELANCE,2026-07-05T13:04:47.000Z,2026-06-05T12:14:46.000Z,2026-06-05T12:14:46.000Z,https://uk.linkedin.com/jobs/view/cinematics-camera-animator-6-month-fixed-term-contract-at-pixel-toys-4409916904,https://uk.linkedin.com/jobs/view/cinematics-camera-animator-6-month-fixed-term-contract-at-pixel-toys-4409916904,Pixel Toys,https://www.pixeltoys.com,https://www.google.com/s2/favicons?domain=www.pixeltoys.com&sz=128,,Royal Leamington Spa,England,United Kingdom,"Royal Leamington Spa, England","Royal Leamington Spa, England, United Kingdom",,52.291546,-1.5343338,ONSITE,55000,60000,GBP,ANNUAL,"Animation,Royal Leamington Spa,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,All rules clear; listing confirmed active on LinkedIn.
,,Graphic Design Assistant,"This North London specialist college is hiring a graphic design teaching assistant to support post-16 learners in creative vocational courses. Learners benefit from small class sizes, specialist support, and access to creative facilities that build practical skills.

We're looking for someone with a graphic design or digital media background who enjoys supporting young people, especially learners with additional needs. You should be patient, creative, enthusiastic, and comfortable assisting during practical sessions with industry-standard software.

You'll help students with graphic design, digital illustration, branding, photography, and multimedia projects while working closely with teaching staff. This is an on-site role in Tower Hamlets paying £95–£120 per day, with ASAP start and long-term to permanent potential.",FREELANCE,2026-07-06T12:59:35.000Z,2026-06-07T00:59:17.000Z,2026-06-07T00:59:17.000Z,https://uk.linkedin.com/jobs/view/graphic-design-assistant-at-tiptopjob-4425161213,https://uk.linkedin.com/jobs/view/graphic-design-assistant-at-tiptopjob-4425161213,TipTopJob,https://www.tiptopjob.com,https://www.google.com/s2/favicons?domain=www.tiptopjob.com&sz=128,,Tower Hamlets,England,United Kingdom,"Tower Hamlets, England","Tower Hamlets, England, United Kingdom",,51.516457,-0.038662173,ONSITE,30000,34000,GBP,ANNUAL,"Illustration,Tower Hamlets,United Kingdom,design","Adobe Creative Suite,visual design,branding,illustration",,,1,,FALSE,,PASS,
